id,time,proj_id,proj_name,st-addr,contractor,lat,lon,yes_vote,no_vote,approval_rate,comment
19,2017-10-11 0:00:00,L-14-243-3167,Red Blue wildebeest,70593 Village Court,Prohaska-McLaughlin,36.7555943,139.5763839,4182,1864,0.69,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
20,2018-06-10 0:00:00,Q-66-287-3899,"Blue Partridge, coqui",58 Crest Line Park,"Satterfield, Gislason and Dare",51.6522585,17.1688525,6182,892,0.87,Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
21,2017-06-20 0:00:00,X-38-587-7064,Blue Sloth bear,6868 Roth Avenue,Tremblay-King,37.8246038,126.9836808,8219,252,0.97,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede.
22,2018-11-21 0:00:00,D-48-473-7769,"Orange Crane, blue",46157 Gulseth Crossing,"Heathcote, Douglas and Wintheiser",-8.2517133,111.4365318,497,3449,0.13,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis.
23,2018-07-30 0:00:00,M-75-744-6883,Maroon Curve-billed thrasher,639 Union Terrace,"Beer, Veum and Gerhold",10.142762,-85.454983,8579,887,0.91,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
24,2018-02-08 0:00:00,W-00-118-7912,"Khaki Vulture, oriental white-backed",8869 Mariners Cove Crossing,Schultz Inc,-8.5894351,115.1417784,1117,3121,0.26,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
25,2017-06-21 0:00:00,Y-54-776-5027,"Blue Monster, gila",2 Sachs Street,"Hermiston, Kertzmann and Cruickshank",12.9953534,15.7321831,7130,416,0.94,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
26,2018-08-18 0:00:00,N-41-626-9016,"Turquoise Buffalo, american",19 Manley Crossing,Mohr LLC,48.9563647,17.1329667,5744,781,0.88,Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
27,2018-10-17 0:00:00,P-77-623-4822,"Purple Tern, arctic",15290 Dottie Plaza,"Mohr, O'Kon and Ebert",-6.9918507,106.5878723,5664,6861,0.45,Donec posuere metus vitae ipsum.
28,2017-12-23 0:00:00,X-33-105-2726,Maroon House sparrow,171 Northview Park,Labadie Inc,50.2603928,71.5485944,621,6421,0.09,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.
29,2018-09-18 0:00:00,N-80-283-7441,"Teal Vulture, white-rumped",38 Mitchell Point,McGlynn-Bogisich,27.58237,110.897275,8640,683,0.93,Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
30,2017-10-03 0:00:00,P-27-068-1398,Yellow Blue and yellow macaw,1095 Algoma Crossing,Jacobs-King,-15.3612378,-70.3628516,3423,4313,0.44,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
31,2019-03-24 0:00:00,H-07-716-0432,Yellow Ringtail cat,1881 Acker Place,Haag-Thiel,39.800607,116.5079754,1822,4855,0.27,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem.
32,2018-01-03 0:00:00,N-81-935-5370,"Maroon Vulture, griffon",2667 Raven Pass,Anderson Group,3.7430671,102.5456981,8098,4577,0.64,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
33,2018-12-12 0:00:00,W-33-816-5927,"Red Otter, cape clawless",1 Corscot Drive,"Von, Ward and Heaney",49.6819305,18.3673216,5893,1365,0.81,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
34,2019-04-14 0:00:00,V-42-361-0251,"Puce Racer, blue",82611 Homewood Trail,Klein-Franecki,24.0993658,90.1046678,6052,2256,0.73,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.
35,2017-12-11 0:00:00,V-70-928-2770,"Turquoise Wallaby, bennett's",925 Oakridge Center,Gislason-Kuhlman,47.7728849,12.9695096,2653,6472,0.29,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
36,2018-03-18 0:00:00,M-97-542-6441,"Pink Capuchin, white-fronted",2043 Di Loreto Plaza,"Little, Grimes and Kuhn",45.6739962,4.956609,70,3926,0.02,In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
37,2018-05-16 0:00:00,O-05-568-6499,Violet Zorilla,18 Onsgard Place,Hirthe LLC,53.7133491,40.9922209,6163,6178,0.50,Mauris ullamcorper purus sit amet nulla.
38,2018-12-14 0:00:00,F-34-573-0015,Purple Blackbuck,832 Basil Plaza,Fritsch Group,-22.7042272,-46.9855088,7172,4825,0.60,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
39,2018-12-31 0:00:00,N-88-526-1164,"Orange Capuchin, white-fronted",1 Moose Point,"Greenfelder, Upton and Dooley",17.9678128,-77.6936948,525,4854,0.10,Nulla nisl. Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
40,2017-11-06 0:00:00,Z-59-578-5030,Orange Cape starling,52181 Gale Drive,Hills-Oberbrunner,40.6627728,68.5446228,4799,2099,0.70,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.
41,2018-04-09 0:00:00,Q-95-145-0313,"Mauv Dove, emerald-spotted wood",9205 Clove Park,Davis and Sons,13.7171256,100.5151327,3158,7060,0.31,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
42,2018-07-19 0:00:00,U-84-324-8484,"Crimson Glider, squirrel",83949 Mariners Cove Pass,"McKenzie, Weber and Considine",37.0079695,127.2796786,1331,3834,0.26,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
43,2019-02-04 0:00:00,D-18-461-8062,Violet Common raccoon,6 Lakeland Parkway,"Lang, Durgan and Rohan",-23.8107528,-47.1752123,2202,8036,0.22,Duis at velit eu est congue elementum.
44,2017-08-31 0:00:00,L-31-857-4544,Pink Olive baboon,68945 Fair Oaks Point,Rodriguez and Sons,23.12911,113.264385,5114,5166,0.50,In quis justo.
45,2019-02-16 0:00:00,H-57-345-1794,Khaki Eastern cottontail rabbit,16 Troy Place,Kuphal-Swaniawski,15.0026671,-88.751805,1658,2505,0.40,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
46,2019-04-27 0:00:00,C-52-601-0144,Mauv Arctic hare,164 Cherokee Way,Wiza-Kulas,8.3910287,125.7869157,948,1204,0.44,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.
47,2018-01-04 0:00:00,J-29-128-6047,"Pink Wallaby, tammar",0697 Gateway Alley,Stark-Parker,24.625561,118.431541,1613,5362,0.23,Proin risus. Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
48,2019-01-02 0:00:00,Z-64-214-2362,Turquoise Adouri (unidentified),9584 Melby Center,"Oberbrunner, Fahey and Pouros",23.020673,113.751799,2007,5406,0.27,Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
49,2018-09-26 0:00:00,P-34-811-2084,Aquamarine Kirk's dik dik,864 Grasskamp Court,Huels-Hammes,14.5752935,100.4508956,4001,549,0.88,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero rutrum ac lobortis vel dapibus at diam.
50,2017-10-12 0:00:00,V-29-092-6225,"Pink Gull, dusky",9770 Golf View Point,Schaden-Johnston,10.0342937,126.0415372,4781,417,0.92,In hac habitasse platea dictumst. Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
51,2019-04-17 0:00:00,A-98-267-8186,Orange Pied crow,911 Karstens Circle,"Gerlach, Fahey and McLaughlin",31.215291,118.931012,1105,4378,0.20,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
52,2018-04-30 0:00:00,C-13-817-6516,Goldenrod Silver-backed fox,1396 Tony Hill,"Kassulke, Fritsch and Dickens",43.9373047,15.4435586,3243,1552,0.68,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
53,2017-09-14 0:00:00,Q-73-153-2872,Orange Jungle kangaroo,97901 Kingsford Avenue,Morissette Group,-21.692578,-45.2515461,2587,6565,0.28,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
54,2019-05-09 0:00:00,T-54-580-0470,"Khaki Cow, scottish highland",81 Corry Center,"Dicki, Kemmer and Koepp",26.107704,102.73596,7786,5522,0.59,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
55,2019-03-31 0:00:00,E-78-197-1962,"Maroon Mongoose, yellow",40 Artisan Avenue,"Kihn, Walter and Rutherford",43.9763746,4.9052738,4418,457,0.91,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
56,2019-03-21 0:00:00,C-94-589-6070,"Violet Squirrel, eastern fox",50036 Atwood Pass,Tremblay-O'Keefe,30.2873739,120.1527409,6004,970,0.86,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
57,2019-01-29 0:00:00,O-69-354-4329,Red Herring gull,6645 Bartelt Lane,"Klocko, Kassulke and Schiller",44.61685,-65.76555,3414,5160,0.40,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
58,2018-10-28 0:00:00,W-22-662-3520,"Aquamarine Hyena, spotted",8272 Emmet Alley,Shields-Goyette,15.3483742,-88.3967536,4327,7375,0.37,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
59,2017-09-17 0:00:00,F-74-965-2241,"Blue Pie, indian tree",77114 Columbus Hill,"Pfannerstill, Fisher and Franecki",55.224467,45.8810866,7842,6969,0.53,Curabitur at ipsum ac tellus semper interdum.
60,2018-07-23 0:00:00,G-61-901-2100,"Aquamarine Toucan, red-billed",499 Barnett Crossing,Runte-McDermott,2.1883402,-76.2131474,7243,4351,0.62,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
61,2017-06-10 0:00:00,I-72-090-6123,Puce Eagle owl (unidentified),0907 Sutherland Center,Goodwin-Farrell,0.5142775,35.2697802,3951,279,0.93,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
62,2018-08-04 0:00:00,V-68-206-6562,Aquamarine Carpet python,7 Hauk Point,"Wolff, Mertz and Mayert",30.679359,104.011664,3580,3214,0.53,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
63,2018-10-29 0:00:00,Z-90-506-4526,"Puce Gull, lava",29 Vermont Street,"Little, Batz and Ward",47.4430894,-122.327464,8527,166,0.98,Integer tincidunt ante vel ipsum.
64,2019-06-21 0:00:00,B-93-211-0304,"Maroon Eagle, tawny",22 American Ash Alley,Walsh-Greenholt,57.8948,55.9378,336,3454,0.09,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
65,2018-11-13 0:00:00,Q-87-125-9670,"Goldenrod Rabbit, eastern cottontail",0 Dahle Point,Klein-Kling,14.9445596,103.7983521,989,713,0.58,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
66,2019-02-07 0:00:00,G-42-707-1497,Red Emu,669 Vera Way,"Turcotte, Predovic and Huel",49.823894,34.5260962,7363,379,0.95,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum.
67,2019-05-20 0:00:00,P-89-698-3095,Pink Yellow mongoose,5 Canary Drive,D'Amore-Kihn,61.3444468,16.0604207,1457,3500,0.29,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
68,2018-10-27 0:00:00,E-63-886-9875,"Aquamarine Lemur, brown",93 Roth Street,Luettgen-Kozey,46.5875931,39.3949398,7520,4144,0.64,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
69,2018-12-31 0:00:00,E-80-262-1423,"Pink Lion, asian",4 Messerschmidt Place,Balistreri-Schamberger,-29.2231867,-51.3423619,3576,1634,0.69,Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
70,2019-04-28 0:00:00,P-37-021-8495,Pink Cheetah,40717 Heffernan Court,Sporer-Bauch,52.7402052,20.9439427,8515,3576,0.70,Proin eu mi. Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
71,2017-06-23 0:00:00,T-30-622-0937,Goldenrod Laughing kookaburra,05419 Gateway Way,"Mertz, West and Streich",60.994897,71.8982957,1356,6493,0.17,Donec semper sapien a libero. Nam dui.
72,2018-11-13 0:00:00,H-07-992-8548,"Yellow Otter, north american river",44 Buhler Center,Abshire-Koelpin,25.6775595,-100.2596935,200,6087,0.03,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.
73,2018-10-15 0:00:00,I-98-331-0146,"Orange Turtle, eastern box",12 Transport Terrace,Homenick-Lubowitz,39.2148385,-8.4094604,2010,3755,0.35,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis. Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.
74,2017-12-27 0:00:00,J-28-299-7476,"Goldenrod Eagle, long-crested hawk",499 Prairieview Center,O'Hara-Hilpert,-19.2234241,-40.8538285,5099,4850,0.51,Nulla facilisi.
75,2019-04-07 0:00:00,X-21-520-0387,Turquoise Kalahari scrub robin,4506 Bobwhite Trail,Quitzon Inc,44.1498975,-81.0202533,5830,1933,0.75,Suspendisse ornare consequat lectus.
76,2018-12-02 0:00:00,K-18-074-6203,"Puce Deer, black-tailed",3 Main Drive,Crist Inc,34.8582652,33.6007892,4122,5971,0.41,Nulla tempus.
77,2018-05-31 0:00:00,A-99-808-2502,"Goldenrod Baboon, chacma",05 Emmet Center,O'Kon-Schoen,24.686644,106.809489,4697,517,0.90,Quisque porta volutpat erat. Quisque erat eros viverra eget congue eget semper rutrum nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
78,2017-07-19 0:00:00,V-50-052-1260,Indigo Agile wallaby,20 Fallview Crossing,Little Inc,35.2686888,9.4283801,4360,3092,0.59,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
79,2017-10-01 0:00:00,T-16-825-7735,"Green Magpie, black-backed",179 East Parkway,"Schiller, Ullrich and Ritchie",-8.370899,123.7014716,7805,1966,0.80,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
80,2017-10-26 0:00:00,Q-03-114-8628,"Crimson Ibis, glossy",4208 Londonderry Drive,Waelchi Inc,62.216473,135.8549959,2215,6799,0.25,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae
81,2017-08-26 0:00:00,O-51-866-2422,"Red Porcupine, prehensile-tailed",4 Surrey Drive,Kiehn-Greenfelder,15.3388555,100.1479182,6209,1830,0.77,Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem. Fusce consequat. Nulla nisl. Nunc nisl.
